one_day_volume,one_day_change,one_day_sales,one_day_average_price,seven_day_volume,seven_day_change,seven_day_sales,seven_day_average_price,thirty_day_volume,thirty_day_change,thirty_day_sales,thirty_day_average_price,total_volume,total_sales,total_supply,count,num_owners,average_price,num_reports,market_cap,floor_price,ds,collection
1.4932,-0.8683593405624614,2.0,0.7466,39.423899999999996,-0.3736312447966649,68.0,0.5797632352941176,243.62568037804877,-0.7259096869202298,359.0,0.6786230651199129,1132.4775250149114,2021.0,1903.0,1903.0,1223,0.5603550346436993,2,1103.2894367647057,0.62,2022-01-10,budverse-cans-heritage-edition
