id_,token_id,permalink,last_sale_usd,last_sale_eth,top_bid,num_sales
134,134,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/134,4124.420000000000073000,1.000000000000000,,1
771,771,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/771,,,,0
130,130,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/130,4124.420000000000073000,1.000000000000000,,1
1834,1834,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1834,,,,0
1743,1743,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1743,4124.420000000000073000,1.000000000000000,,1
458,458,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/458,,,,0
759,759,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/759,4124.420000000000073000,1.000000000000000,,1
641,641,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/641,4124.420000000000073000,1.000000000000000,,1
279,279,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/279,,,,0
490,490,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/490,4124.420000000000073000,1.000000000000000,,1
1553,1553,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1553,,,,0
833,833,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/833,4124.420000000000073000,1.000000000000000,,1
640,640,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/640,4124.420000000000073000,1.000000000000000,,1
1676,1676,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1676,4124.420000000000073000,1.000000000000000,,1
647,647,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/647,,,,0
996,996,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/996,4124.420000000000073000,1.000000000000000,,2
1392,1392,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1392,,,,0
642,642,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/642,4124.420000000000073000,1.000000000000000,,1
709,709,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/709,4124.420000000000073000,1.000000000000000,,1
1519,1519,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1519,,,,0
1111,1111,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1111,,,,0
351,351,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/351,4124.420000000000073000,1.000000000000000,,2
95,95,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/95,4124.420000000000073000,1.000000000000000,,1
1825,1825,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1825,,,,0
773,773,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/773,4124.420000000000073000,1.000000000000000,,2
1127,1127,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1127,4124.420000000000073000,1.000000000000000,,1
1038,1038,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1038,4124.420000000000073000,1.000000000000000,,2
1139,1139,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1139,,,,0
1514,1514,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1514,4124.420000000000073000,1.000000000000000,,1
1198,1198,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1198,4124.420000000000073000,1.000000000000000,,1
271,271,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/271,,,,0
655,655,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/655,,,,0
1356,1356,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1356,4124.420000000000073000,1.000000000000000,,1
582,582,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/582,,,,0
1545,1545,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1545,,,,0
990,990,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/990,,,,0
1278,1278,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1278,,,,0
1235,1235,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1235,,,,0
690,690,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/690,4124.420000000000073000,1.000000000000000,,1
800,800,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/800,4124.420000000000073000,1.000000000000000,,1
1326,1326,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1326,4124.420000000000073000,1.000000000000000,,1
412,412,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/412,4124.420000000000073000,1.000000000000000,,2
847,847,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/847,4124.420000000000073000,1.000000000000000,,1
1770,1770,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1770,4124.420000000000073000,1.000000000000000,,1
116,116,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/116,4114.550000000000182000,1.000000000000000,,2
1764,1764,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1764,,,,0
1414,1414,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1414,,,,0
381,381,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/381,4124.420000000000073000,1.000000000000000,,1
1452,1452,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1452,4124.420000000000073000,1.000000000000000,,1
757,757,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/757,4124.420000000000073000,1.000000000000000,,1
1160,1160,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1160,4124.420000000000073000,1.000000000000000,,1
1231,1231,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1231,4124.420000000000073000,1.000000000000000,,1
1317,1317,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1317,,,,0
160,160,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/160,4124.420000000000073000,1.000000000000000,,1
1402,1402,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1402,,,,0
379,379,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/379,4124.420000000000073000,1.000000000000000,,1
787,787,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/787,4124.420000000000073000,1.000000000000000,,1
1353,1353,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1353,,,,0
1846,1846,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1846,4124.420000000000073000,1.000000000000000,,1
1214,1214,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1214,,,,0
1628,1628,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1628,4124.420000000000073000,1.000000000000000,,1
1241,1241,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1241,,,,0
388,388,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/388,,,,0
520,520,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/520,4124.420000000000073000,1.000000000000000,,1
610,610,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/610,4124.420000000000073000,1.000000000000000,,1
885,885,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/885,4124.420000000000073000,1.000000000000000,,1
424,424,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/424,4124.420000000000073000,1.000000000000000,,2
1298,1298,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1298,4124.420000000000073000,1.000000000000000,,1
879,879,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/879,,,,0
1021,1021,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1021,4124.420000000000073000,1.000000000000000,,1
1797,1797,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1797,4124.420000000000073000,1.000000000000000,,2
270,270,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/270,4124.420000000000073000,1.000000000000000,,1
14,14,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/14,,,,0
1056,1056,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1056,4124.420000000000073000,1.000000000000000,,1
932,932,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/932,4124.420000000000073000,1.000000000000000,,1
131,131,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/131,,,,0
959,959,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/959,4124.420000000000073000,1.000000000000000,,3
793,793,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/793,,,,0
1061,1061,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1061,4124.420000000000073000,1.000000000000000,,1
1141,1141,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1141,4124.420000000000073000,1.000000000000000,,1
1087,1087,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1087,4124.420000000000073000,1.000000000000000,,1
1314,1314,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1314,,,,0
1490,1490,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1490,4124.420000000000073000,1.000000000000000,,1
1455,1455,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1455,4124.420000000000073000,1.000000000000000,,2
359,359,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/359,4124.420000000000073000,1.000000000000000,,3
1215,1215,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1215,4124.420000000000073000,1.000000000000000,,2
399,399,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/399,4124.420000000000073000,1.000000000000000,,2
938,938,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/938,4124.420000000000073000,1.000000000000000,,2
1706,1706,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1706,4124.420000000000073000,1.000000000000000,,1
1501,1501,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1501,,,,0
1286,1286,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1286,4124.420000000000073000,1.000000000000000,,1
232,232,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/232,,,,0
