one_day_volume,one_day_change,one_day_sales,one_day_average_price,seven_day_volume,seven_day_change,seven_day_sales,seven_day_average_price,thirty_day_volume,thirty_day_change,thirty_day_sales,thirty_day_average_price,total_volume,total_sales,total_supply,count,num_owners,average_price,num_reports,market_cap,floor_price,ds,collection
16.938789000000003,0.4191463567891825,23.0,0.7364690869565219,71.03701892877622,-0.24263873247767784,112.0,0.6342590975783591,2031.6085458771977,0.0,1773.0,1.1458593039352496,2031.6085458771981,1773.0,1703.0,1703.0,1269,1.14585930393525,2,1080.1432431759456,0.55,2022-01-10,pepsi-mic-drop
