datapull_ds,ds,lookback,address,name,average,ceiling,floor,totalSales,volume
2022-01-18,2022-01-08,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.0919626225490195,9.69,0.434,1699,1983.054
2022-01-18,2022-01-07,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.095090573012939,9.69,0.435,1690,1978.337
2022-01-18,2022-01-06,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.0968071693448702,9.69,0.435,1685,1975.639
2022-01-18,2022-01-05,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.100310945273632,9.69,0.436,1675,1970.34
2022-01-18,2022-01-04,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1100259001895136,9.69,0.436,1648,1953.922
2022-01-18,2022-01-03,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1119663278271918,9.69,0.438,1639,1947.171
2022-01-18,2022-01-02,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1161371794871795,9.69,0.439,1625,1938.148
2022-01-18,2022-01-01,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1208141191709844,9.69,0.439,1609,1927.511
2022-01-18,2021-12-31,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1256814911706998,9.69,0.44,1591,1913.487
2022-01-18,2021-12-30,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1299055482166447,9.69,0.443,1577,1903.477
2022-01-18,2021-12-29,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1294076050700468,9.69,0.448,1562,1879.312
2022-01-18,2021-12-28,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1331758760107817,9.69,0.448,1545,1860.963
2022-01-18,2021-12-27,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1338842247799594,9.69,0.45,1538,1854.165
2022-01-18,2021-12-26,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1297098765432099,9.69,0.45,1520,1833.765
2022-01-18,2021-12-25,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1342629757785467,9.69,0.45,1505,1813.038
2022-01-18,2021-12-24,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1375707248416609,9.69,0.45,1478,1780.152
2022-01-18,2021-12-23,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1417324749642346,9.69,0.45,1454,1755.247
2022-01-18,2021-12-22,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1474305354558612,9.69,0.45,1436,1740.245
2022-01-18,2021-12-21,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1434820359281437,9.69,0.45,1396,1691.743
2022-01-18,2021-12-20,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1486027820710973,9.69,0.45,1346,1619.643
2022-01-18,2021-12-19,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1536402535657686,9.69,0.45,1313,1587.504
2022-01-18,2021-12-18,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.1897120689655172,9.69,0.465,1209,1495.28
2022-01-18,2021-12-17,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.2437926484448634,9.69,0.55,1102,1427.952
2022-01-18,2021-12-16,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.3140772578890099,9.69,0.74,957,1305.378
2022-01-18,2021-12-15,30,0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f,Pepsi Mic Drop,1.5194467289719626,9.69,0.75,555,876.124
